,FullTokens,FullSinhalaTokens,FullEnglishTokens,IsHateSpeech
60,"['මමනං', 'දැක්කේඅනිත්', 'ඔක්කෝම', 'පිරිමී', 'අපිඅදින', 'ගවුම්', 'වලට', 'වඩාහෝද', 'නයිටි', 'ටික', 'ඇදගන්නලැජ්ජයි', 'මට', 'මාතර', 'අයට', 'පිරිමි', 'කියන්නදැක්ක', 'හොඳ', 'නපුංසකයෝ', 'මාතර', 'තමාඅනේ', 'ප්ලීස්ඔය', 'මංකොල්ල', 'කාරයෝ']","['මමනං', 'දැක්කේඅනිත්', 'ඔක්කෝම', 'පිරිමී', 'අපිඅදින', 'ගවුම්', 'වලට', 'වඩාහෝද', 'නයිටි', 'ටික', 'ඇදගන්නලැජ්ජයි', 'මට', 'මාතර', 'අයට', 'පිරිමි', 'කියන්නදැක්ක', 'හොඳ', 'නපුංසකයෝ', 'මාතර', 'තමාඅනේ', 'ප්ලීස්ඔය', 'මංකොල්ල', 'කාරයෝ']",[],YES
61,"['ඔක්කෝම', 'කෝහෝම', 'හරිවෙඩිතියල', 'මරලා', 'දාන්නපොලිස්පති', 'තුමනිඅයේත්', 'මේවැනි', 'දේ', 'නොවෙන්න']","['ඔක්කෝම', 'කෝහෝම', 'හරිවෙඩිතියල', 'මරලා', 'දාන්නපොලිස්පති', 'තුමනිඅයේත්', 'මේවැනි', 'දේ', 'නොවෙන්න']",[],YES
62,"['මව්', 'බිම', 'නැති', 'මරණයමෙයයි', 'තේමා', 'පාටය', 'විය', 'යුත්ත', 'පෝන්', 'කෝල්', 'වලට', 'බයේ', 'රාජකාරි', 'කරන', 'කාලය', 'හැරි', 'යුතුයි']","['මව්', 'බිම', 'නැති', 'මරණයමෙයයි', 'තේමා', 'පාටය', 'විය', 'යුත්ත', 'පෝන්', 'කෝල්', 'වලට', 'බයේ', 'රාජකාරි', 'කරන', 'කාලය', 'හැරි', 'යුතුයි']",[],YES
63,"['ratakata', 'giya', 'kalakvahane', 'dora', 'arinna', 'ekek', 'help', 'kare', 'neara', 'manussayatame', 'aparade', 'karapu', 'un', 'tama', 'nidallerate', 'maha', 'un', 'ponnayo', 'ekai', 'me', 'serama', 'dewalokunat', 'chance', 'denna', 'epa', 'tatwat']",[],"['ratakata', 'giya', 'kalakvahane', 'dora', 'arinna', 'ekek', 'help', 'kare', 'neara', 'manussayatame', 'aparade', 'karapu', 'un', 'tama', 'nidallerate', 'maha', 'un', 'ponnayo', 'ekai', 'me', 'serama', 'dewalokunat', 'chance', 'denna', 'epa', 'tatwat']",YES
64,"['pathali', 'para', 'haththa', 'akekwath', 'ethuru', 'karanna', 'epaokunge', 'daruwanta', 'edala', 'hena', 'gahanawa', 'para', 'ballo']",[],"['pathali', 'para', 'haththa', 'akekwath', 'ethuru', 'karanna', 'epaokunge', 'daruwanta', 'edala', 'hena', 'gahanawa', 'para', 'ballo']",YES
65,"['තුවක්කුව', 'නැත්තං', 'පැත්තක', 'වෙලා', 'ඉදපංකො', 'විහිං', 'මැරැම්කන්නැතිවතුවක්කු', 'තියං', 'ඉන්න', 'මංකොලල', 'කාරයන්', 'බැටන්පොල්ලෙන්', 'ගහන්න', 'ගියාම', 'මැරැංකන', 'එක', 'අහන්න', 'දෙයක්දමේක', 'මහ', 'මෝඩයෙක්']","['තුවක්කුව', 'නැත්තං', 'පැත්තක', 'වෙලා', 'ඉදපංකො', 'විහිං', 'මැරැම්කන්නැතිවතුවක්කු', 'තියං', 'ඉන්න', 'මංකොලල', 'කාරයන්', 'බැටන්පොල්ලෙන්', 'ගහන්න', 'ගියාම', 'මැරැංකන', 'එක', 'අහන්න', 'දෙයක්දමේක', 'මහ', 'මෝඩයෙක්']",[],YES
66,"['ashi', 'hashi', 'ඔවාට', 'දකුණේ', 'එකෙක්', 'ඒක', 'කෙලි', 'කියන්න', 'සීන්', 'කියල', 'මඩ', 'ගහන්නෙ', 'නැතුව']","['ඔවාට', 'දකුණේ', 'එකෙක්', 'ඒක', 'කෙලි', 'කියන්න', 'සීන්', 'කියල', 'මඩ', 'ගහන්නෙ', 'නැතුව']","['ashi', 'hashi']",YES
67,['ahamakiyanaapanatarakiyannapagamapolicyawadawaradagantiyananisaiminusuahkabaluwanikarunakollomaranawahorumaragannbabaytaakadayahpalanahinsaammadanwaadaputabatuwaoyasakillibollongaoluwatawaditiyaladannaona'],[],['ahamakiyanaapanatarakiyannapagamapolicyawadawaradagantiyananisaiminusuahkabaluwanikarunakollomaranawahorumaragannbabaytaakadayahpalanahinsaammadanwaadaputabatuwaoyasakillibollongaoluwatawaditiyaladannaona'],YES
68,"['මත්ද්\u200dරව්\u200dයවලට', 'ඇබ්බැහි', 'වෙලා', 'මිනිස්සු', 'මරලා', 'සල්ලි', 'ඔිිනි', 'පොලිසියට', 'පුහුණුවක්', 'නැති', 'විම', 'පුජිත', 'දේසපාලකන්ගේ', 'කකුල්', 'ලේවකනවා', 'කොල්ලා', 'නිකන්', 'මැරැැනා']","['මත්ද්\u200dරව්\u200dයවලට', 'ඇබ්බැහි', 'වෙලා', 'මිනිස්සු', 'මරලා', 'සල්ලි', 'ඔිිනි', 'පොලිසියට', 'පුහුණුවක්', 'නැති', 'විම', 'පුජිත', 'දේසපාලකන්ගේ', 'කකුල්', 'ලේවකනවා', 'කොල්ලා', 'නිකන්', 'මැරැැනා']",[],YES
69,"['යකෝ', 'හරිහමන්', 'තුවක්කුව', 'දෙන්න', 'බැරිද', 'බන්', 'ඇමති', 'අයගේ', 'වාහන', 'වලට', 'කෝටි', 'ප්\u200dරකෝටි', 'ගනන්', 'නාස්ති', 'කරනවා', 'දේක', 'වියදම්', 'කරන්නේ']","['යකෝ', 'හරිහමන්', 'තුවක්කුව', 'දෙන්න', 'බැරිද', 'බන්', 'ඇමති', 'අයගේ', 'වාහන', 'වලට', 'කෝටි', 'ප්\u200dරකෝටි', 'ගනන්', 'නාස්ති', 'කරනවා', 'දේක', 'වියදම්', 'කරන්නේ']",[],YES
70,"['me', 'horu', 'training', 'une', 'koheda']",[],"['me', 'horu', 'training', 'une', 'koheda']",YES
71,"['thattayaa', 'mokek', 'daa', 'uuu', 'karikii', 'karikii', 'innee', 'pissek', 'wagee', 'udauu', 'karannee', 'nathywaa', 'mona', 'pissek', 'daa', 'mandaa']",[],"['thattayaa', 'mokek', 'daa', 'uuu', 'karikii', 'karikii', 'innee', 'pissek', 'wagee', 'udauu', 'karannee', 'nathywaa', 'mona', 'pissek', 'daa', 'mandaa']",YES
72,"['maraladanna', 'thiyenne', 'okunwamathara', 'un', 'dakune', 'kiyala', 'kehegahuwata', 'bayagullo', 'inne']",[],"['maraladanna', 'thiyenne', 'okunwamathara', 'un', 'dakune', 'kiyala', 'kehegahuwata', 'bayagullo', 'inne']",YES
73,"['දිවියව', 'මරපු', 'මිනිස්සු', 'තරම්', 'අපරාධ', 'කාරයෝ', 'නෙමේ', 'වෙන්න', 'ඇති', 'පොලිස්', 'නිලධාරියා', 'මරපු', 'මිනිමරුවෝඑකනේ', 'තරම්', 'දරුණු', 'වචන', 'නැත්තේ', 'මිනි', 'මරුවන්ට', 'එරෙහි']","['දිවියව', 'මරපු', 'මිනිස්සු', 'තරම්', 'අපරාධ', 'කාරයෝ', 'නෙමේ', 'වෙන්න', 'ඇති', 'පොලිස්', 'නිලධාරියා', 'මරපු', 'මිනිමරුවෝඑකනේ', 'තරම්', 'දරුණු', 'වචන', 'නැත්තේ', 'මිනි', 'මරුවන්ට', 'එරෙහි']",[],YES
74,"['oya', 'jatika', 'arakahawa', 'sambanda', 'inna', 'uda', 'pena', 'pena', 'kata', 'meta', 'dodawana', 'amatio', 'dipan', 'polisiata', 'hoda', 'wepan', 'mesinnganarun', 'ottu', 'sellam', 'karanawa', 'maha', 'pare', 'hat', 'denek', 'duwanawalejjaidipan', 'oya', 'pattama', 'patalema', 'tawa', 'ekekuta', 'palayan', 'paw', 'nodi', 'gedara']",[],"['oya', 'jatika', 'arakahawa', 'sambanda', 'inna', 'uda', 'pena', 'pena', 'kata', 'meta', 'dodawana', 'amatio', 'dipan', 'polisiata', 'hoda', 'wepan', 'mesinnganarun', 'ottu', 'sellam', 'karanawa', 'maha', 'pare', 'hat', 'denek', 'duwanawalejjaidipan', 'oya', 'pattama', 'patalema', 'tawa', 'ekekuta', 'palayan', 'paw', 'nodi', 'gedara']",YES
75,"['lankawe', 'inna', 'samahara', 'pirimi', 'napunsakayo', 'ara', 'manussayata', 'wahane', 'dora', 'arala', 'dennawat', 'kenek', 'enne', 'ne', 'mun', 'pirimida', 'ane', 'e', 'manussaya', 'veerayek', 'attatama']",[],"['lankawe', 'inna', 'samahara', 'pirimi', 'napunsakayo', 'ara', 'manussayata', 'wahane', 'dora', 'arala', 'dennawat', 'kenek', 'enne', 'ne', 'mun', 'pirimida', 'ane', 'e', 'manussaya', 'veerayek', 'attatama']",YES
76,"['සෝමාලියාවක්', 'වගේශිට්']","['සෝමාලියාවක්', 'වගේශිට්']",[],YES
77,"['meyata', 'aydayak', 'tibbanam', 'aniwa', 'dennekwath', 'bawanawa', 'aprade']",[],"['meyata', 'aydayak', 'tibbanam', 'aniwa', 'dennekwath', 'bawanawa', 'aprade']",YES
78,"['පාතාල', 'කියන', 'එකාවම', 'මරල', 'දාන්', 'ඕනා']","['පාතාල', 'කියන', 'එකාවම', 'මරල', 'දාන්', 'ඕනා']",[],YES
79,"['hospital', 'inna', 'ewun', 'tikath', 'wada', 'deela', 'maranda', 'thiyenne']",[],"['hospital', 'inna', 'ewun', 'tikath', 'wada', 'deela', 'maranda', 'thiyenne']",YES
80,"['ත්\u200dරිවිධ', 'හමුදාව', 'පොලිසිය', 'අසරණ', 'කරන්න', 'තහංචි', 'පනවා', 'හොරුන්ට', 'නීති', 'රීති', 'ලිහිල්වුන', 'රටක්', 'ලංකා']","['ත්\u200dරිවිධ', 'හමුදාව', 'පොලිසිය', 'අසරණ', 'කරන්න', 'තහංචි', 'පනවා', 'හොරුන්ට', 'නීති', 'රීති', 'ලිහිල්වුන', 'රටක්', 'ලංකා']",[],YES
81,"['කියන්න', 'අපි', 'දකුනේ', 'කියලාවිලි', 'ලැජ්ජයි', 'යකෝ']","['කියන්න', 'අපි', 'දකුනේ', 'කියලාවිලි', 'ලැජ්ජයි', 'යකෝ']",[],YES
82,"['ඕකුන්වත්', 'පෝලිමට', 'තියල', 'මරලා', 'දාපල්ලා', 'අහිංසකයට', 'වුනා', 'වගේම']","['ඕකුන්වත්', 'පෝලිමට', 'තියල', 'මරලා', 'දාපල්ලා', 'අහිංසකයට', 'වුනා', 'වගේම']",[],YES
83,"['shit', 'ara', 'ekek', 'dakalat', 'dakke', 'na', 'wage', 'yanawa']",[],"['shit', 'ara', 'ekek', 'dakalat', 'dakke', 'na', 'wage', 'yanawa']",YES
84,"['waha', 'palane', 'raga', 'tamai', 'oya']",[],"['waha', 'palane', 'raga', 'tamai', 'oya']",YES
85,"['වෙනසෙ', 'සැප', 'පේනවනේ', 'මෙි', 'රටෙි', 'නිතිය', 'බල්ලට', 'ගිහින්']","['වෙනසෙ', 'සැප', 'පේනවනේ', 'මෙි', 'රටෙි', 'නිතිය', 'බල්ලට', 'ගිහින්']",[],YES
86,"['ලංකාවේ', 'hema', 'tanama', 'oya', 'wage', 'tamai', 'rda', 'නිලධාරීන', 'owa', 'දකින්නේ', 'nati', 'එක', 'කනගාටුදායක', 'අපෙන්', 'ගහන', 'සල්ලිවලින්', 'කරන', 'අපරාධ', 'henaghanawa', 'munta', 'tu']","['ලංකාවේ', 'නිලධාරීන', 'දකින්නේ', 'එක', 'කනගාටුදායක', 'අපෙන්', 'ගහන', 'සල්ලිවලින්', 'කරන', 'අපරාධ']","['hema', 'tanama', 'oya', 'wage', 'tamai', 'rda', 'owa', 'nati', 'henaghanawa', 'munta', 'tu']",YES
87,"['ape', 'peththeth', 'oya', 'wede', 'mai', 'කරන්නේ', 'මහින්ද', 'මහත්තය', 'නැතිකම', 'දැනෙන', 'hitiyanam', 'අපිත්', 'ගොඩ']","['කරන්නේ', 'මහින්ද', 'මහත්තය', 'නැතිකම', 'දැනෙන', 'අපිත්', 'ගොඩ']","['ape', 'peththeth', 'oya', 'wede', 'mai', 'hitiyanam']",YES
88,"['දැන්', 'බැන', 'බැන', 'මේකෙ', 'පෝස්ට්', 'දැම්ම', 'මේවා', 'පිලිවෙලට', 'මහින්ද', 'කාලෙ', 'සිද්ධ', 'උනා', 'ඒවාට', 'අසංවේදී', 'උන', 'මෝඩ', 'උද්ධච්ඡ', 'මිනිස්සුන්ගෙ', 'ඡන්ද', 'වල', 'පිහිටෙන්', 'ලැබුනු', 'වෙනස', 'තියෙන්න්නේ']","['දැන්', 'බැන', 'බැන', 'මේකෙ', 'පෝස්ට්', 'දැම්ම', 'මේවා', 'පිලිවෙලට', 'මහින්ද', 'කාලෙ', 'සිද්ධ', 'උනා', 'ඒවාට', 'අසංවේදී', 'උන', 'මෝඩ', 'උද්ධච්ඡ', 'මිනිස්සුන්ගෙ', 'ඡන්ද', 'වල', 'පිහිටෙන්', 'ලැබුනු', 'වෙනස', 'තියෙන්න්නේ']",[],YES
89,"['තුවාල', 'වලට', 'බේත්', 'දානවා', 'වගේකියන්න', 'දුකයි', 'සිංහල', 'ජාතිය', 'කාළකණ්නි', 'ජාතියක්', 'පත්', 'වී', 'හමාරයි']","['තුවාල', 'වලට', 'බේත්', 'දානවා', 'වගේකියන්න', 'දුකයි', 'සිංහල', 'ජාතිය', 'කාළකණ්නි', 'ජාතියක්', 'පත්', 'වී', 'හමාරයි']",[],YES
90,"['mewata', 'loku', 'baladarin', 'waga', 'kiyanna', 'ona', 'mun', 'okkoma', 'ekai', 'mahajana', 'mudal', 'nasthi', 'karana', 'kalakanni', 'balu', 'heththa']",[],"['mewata', 'loku', 'baladarin', 'waga', 'kiyanna', 'ona', 'mun', 'okkoma', 'ekai', 'mahajana', 'mudal', 'nasthi', 'karana', 'kalakanni', 'balu', 'heththa']",YES
91,"['ඇත්තම', 'කියනවනම්', 'ලංකා', 'කාලකන්නි', 'රටක්']","['ඇත්තම', 'කියනවනම්', 'ලංකා', 'කාලකන්නි', 'රටක්']",[],YES
92,"['කාලකන්නි', 'හැතිකරය', 'අපේ', 'සල්ලි', 'වලින්', 'ලබු', 'කන', 'මෙි', 'රජයේ', 'අයතන', 'වලට', 'හන', 'හගන්න', 'ඔන']","['කාලකන්නි', 'හැතිකරය', 'අපේ', 'සල්ලි', 'වලින්', 'ලබු', 'කන', 'මෙි', 'රජයේ', 'අයතන', 'වලට', 'හන', 'හගන්න', 'ඔන']",[],YES
93,"['akke', 'aewa', 'loku', 'unge', 'weradi']",[],"['akke', 'aewa', 'loku', 'unge', 'weradi']",YES
94,"['mun', 'wage', 'kalakanni', 'innakan', 'ratawal', 'diunukarana', 'be']",[],"['mun', 'wage', 'kalakanni', 'innakan', 'ratawal', 'diunukarana', 'be']",YES
95,"['මුන්', 'ඔක්කොම', 'රට', 'කනවා', 'අපේ', 'බදු', 'ගන්න', 'සල්ලි']","['මුන්', 'ඔක්කොම', 'රට', 'කනවා', 'අපේ', 'බදු', 'ගන්න', 'සල්ලි']",[],YES
96,"['උඹ', 'හොටු', 'පෙරං', 'අඬන', 'හෙලු', 'කෙල්ලොංගෙ', 'videosui', 'ලබ්බවල්', 'වලට', 'කරපු', 'වැඩේනම්', 'great', 'බං']","['උඹ', 'හොටු', 'පෙරං', 'අඬන', 'හෙලු', 'කෙල්ලොංගෙ', 'ලබ්බවල්', 'වලට', 'කරපු', 'වැඩේනම්', 'බං']","['videosui', 'great']",YES
97,"['api', 'thathala', 'nathuwa', 'duk', 'wenwa', 'me', 'kalaknni', 'thaththala', 'idala', 'salakanne']",[],"['api', 'thathala', 'nathuwa', 'duk', 'wenwa', 'me', 'kalaknni', 'thaththala', 'idala', 'salakanne']",YES
98,"['මොනතරම්', 'ගින්දරක්', 'පපු', 'ඇතුලේ', 'පත්තු', 'වෙනවා', 'අැද්දතාත්තා', 'අත්', 'පා', 'උස්මහත්', 'කරපු', 'තාත්තා', 'දෙයියනේශාප', 'වෙයි', 'උඹලට', 'ආත්මෙම']","['මොනතරම්', 'ගින්දරක්', 'පපු', 'ඇතුලේ', 'පත්තු', 'වෙනවා', 'අැද්දතාත්තා', 'අත්', 'පා', 'උස්මහත්', 'කරපු', 'තාත්තා', 'දෙයියනේශාප', 'වෙයි', 'උඹලට', 'ආත්මෙම']",[],YES
99,"['thopi', 'wage', 'lamainta', 'me', 'athmedi', 'hena', 'wadina', 'ona']",[],"['thopi', 'wage', 'lamainta', 'me', 'athmedi', 'hena', 'wadina', 'ona']",YES
100,"['උගෙ', 'අප්පගෙ', 'නීතියක්නෙ', 'යකො', 'එක', 'රංගෙ', 'බන්ඩාරගෙ', 'පුතා', 'පාරක', 'වාහනෙ', 'හප්පලා', 'එක', 'මිනිහෙක්', 'මරලා', 'පවුලක', 'අබ්බගාතයො', 'කො', 'නිතිය', 'මෙපාර', 'ගෙය', 'කුඩු', 'කරලා', 'හොඳ', 'බීල', 'වාහනෙ', 'ඇතුලෙ', 'කඩු', 'පොලු', 'තියෙද්දි', 'යකො', 'ඌට', 'ඇප', 'දෙන්නෙ']","['උගෙ', 'අප්පගෙ', 'නීතියක්නෙ', 'යකො', 'එක', 'රංගෙ', 'බන්ඩාරගෙ', 'පුතා', 'පාරක', 'වාහනෙ', 'හප්පලා', 'එක', 'මිනිහෙක්', 'මරලා', 'පවුලක', 'අබ්බගාතයො', 'කො', 'නිතිය', 'මෙපාර', 'ගෙය', 'කුඩු', 'කරලා', 'හොඳ', 'බීල', 'වාහනෙ', 'ඇතුලෙ', 'කඩු', 'පොලු', 'තියෙද්දි', 'යකො', 'ඌට', 'ඇප', 'දෙන්නෙ']",[],YES
